paper_id,author,year,genus,species,genus_species,annual_perennial,growth_form,habitat_type,sample_country,sample_continent,sites_sampled,strain_source,num_nodules,num_plants,genbank,genetic_region,strain_richness,compares_homeaway,proportion_novel_strains,proportion_familiar_strains,compares_natinv,proportion_overlapping_strains,num_spp_compared,notes
37,Batista et al,2013,Lotus,uliginosus,Lotus_uliginosus,perennial,herb,,Uruguay,SA,4,field nodules,111,999,1,atpD_recA_glnII,8,0,999,999,0,999,999,
38,Baymiev et al,2010,Caragana,arborescens,Caragana_arborescens,perennial,woody,,Russia,AS,1,field nodules,100,10,0,RAPD,12,0,999,999,0,999,999,Pdrf primers
38,Baymiev et al,2010,Caragana,arborescens,Caragana_arborescens,perennial,woody,,Russia,AS,1,field nodules,100,10,1,16S,10,0,999,999,0,999,999,
39,Benata et al,2008,Prosopis,juliflora,Prosopis_juliflora,perennial,woody,,Morocco,AF,2,field nodules,274,999,0,rep_PCR,15,0,999,999,0,999,999,BOXA1R and ERIC primers
39,Benata et al,2008,Prosopis,juliflora,Prosopis_juliflora,perennial,woody,,Morocco,AF,2,field nodules,274,999,1,16S,6,0,999,999,0,999,999,
40,Beukes et al,2013,Cyclopia,intermedia,Cyclopia_intermedia,perennial,woody,,South_Africa,AF,1,field nodules,3,999,1,16S,3,0,999,999,0,999,999,
40,Beukes et al,2013,Cyclopia,intermedia,Cyclopia_intermedia,perennial,woody,,South_Africa,AF,1,field nodules,3,999,1,recA,2,0,999,999,0,999,999,
40,Beukes et al,2013,Cyclopia,intermedia,Cyclopia_intermedia,perennial,woody,,South_Africa,AF,1,field nodules,3,999,1,nifH,2,0,999,999,0,999,999,
40,Beukes et al,2013,Cyclopia,intermedia,Cyclopia_intermedia,perennial,woody,,South_Africa,AF,1,field nodules,3,999,1,nodA,3,0,999,999,0,999,999,
40,Beukes et al,2013,Cyclopia,longifolia,Cyclopia_longifolia,perennial,woody,,South_Africa,AF,1,field nodules,2,999,1,16S,2,0,999,999,0,999,999,
40,Beukes et al,2013,Cyclopia,longifolia,Cyclopia_longifolia,perennial,woody,,South_Africa,AF,1,field nodules,2,999,1,recA,2,0,999,999,0,999,999,
40,Beukes et al,2013,Cyclopia,longifolia,Cyclopia_longifolia,perennial,woody,,South_Africa,AF,1,field nodules,2,999,1,nifH,2,0,999,999,0,999,999,
40,Beukes et al,2013,Cyclopia,longifolia,Cyclopia_longifolia,perennial,woody,,South_Africa,AF,1,field nodules,2,999,1,nodA,2,0,999,999,0,999,999,
40,Beukes et al,2013,Cyclopia,meyeriana,Cyclopia_meyeriana,perennial,woody,,South_Africa,AF,1,field nodules,2,999,1,16S,1,0,999,999,0,999,999,
40,Beukes et al,2013,Cyclopia,meyeriana,Cyclopia_meyeriana,perennial,woody,,South_Africa,AF,1,field nodules,2,999,1,recA,2,0,999,999,0,999,999,
40,Beukes et al,2013,Cyclopia,meyeriana,Cyclopia_meyeriana,perennial,woody,,South_Africa,AF,1,field nodules,2,999,1,nifH,1,0,999,999,0,999,999,
40,Beukes et al,2013,Cyclopia,meyeriana,Cyclopia_meyeriana,perennial,woody,,South_Africa,AF,1,field nodules,2,999,1,nodA,2,0,999,999,0,999,999,
40,Beukes et al,2013,Hypocalyptus,coluteoides,Hypocalyptus_coluteoides,perennial,woody,,South_Africa,AF,1,field nodules,11,999,1,16S,8,0,999,999,0,999,999,
40,Beukes et al,2013,Hypocalyptus,coluteoides,Hypocalyptus_coluteoides,perennial,woody,,South_Africa,AF,1,field nodules,11,999,1,recA,4,0,999,999,0,999,999,
40,Beukes et al,2013,Hypocalyptus,coluteoides,Hypocalyptus_coluteoides,perennial,woody,,South_Africa,AF,1,field nodules,11,999,1,nifH,7,0,999,999,0,999,999,
40,Beukes et al,2013,Hypocalyptus,coluteoides,Hypocalyptus_coluteoides,perennial,woody,,South_Africa,AF,1,field nodules,11,999,1,nodA,10,0,999,999,0,999,999,
40,Beukes et al,2013,Hypocalyptus,oxalidifolius,Hypocalyptus_oxalidifolius,perennial,woody,,South_Africa,AF,1,field nodules,5,999,1,16S,3,0,999,999,0,999,999,
40,Beukes et al,2013,Hypocalyptus,oxalidifolius,Hypocalyptus_oxalidifolius,perennial,woody,,South_Africa,AF,1,field nodules,5,999,1,recA,5,0,999,999,0,999,999,
40,Beukes et al,2013,Hypocalyptus,oxalidifolius,Hypocalyptus_oxalidifolius,perennial,woody,,South_Africa,AF,1,field nodules,5,999,1,nifH,5,0,999,999,0,999,999,
40,Beukes et al,2013,Hypocalyptus,oxalidifolius,Hypocalyptus_oxalidifolius,perennial,woody,,South_Africa,AF,1,field nodules,5,999,1,nodA,5,0,999,999,0,999,999,
40,Beukes et al,2013,Hypocalyptus,sophoroides,Hypocalyptus_sophoroides,perennial,woody,,South_Africa,AF,1,soil trapping,20,999,1,16S,9,0,999,999,0,999,999,
40,Beukes et al,2013,Hypocalyptus,sophoroides,Hypocalyptus_sophoroides,perennial,woody,,South_Africa,AF,1,soil trapping,20,999,1,recA,11,0,999,999,0,999,999,
40,Beukes et al,2013,Hypocalyptus,sophoroides,Hypocalyptus_sophoroides,perennial,woody,,South_Africa,AF,1,soil trapping,20,999,1,nifH,11,0,999,999,0,999,999,
40,Beukes et al,2013,Hypocalyptus,sophoroides,Hypocalyptus_sophoroides,perennial,woody,,South_Africa,AF,1,soil trapping,20,999,1,nodA,19,0,999,999,0,999,999,
40,Beukes et al,2013,Virgilia,oroboides,Virgilia_oroboides,perennial,woody,,South_Africa,AF,1,field nodules,8,999,1,16S,6,0,999,999,0,999,999,
40,Beukes et al,2013,Virgilia,oroboides,Virgilia_oroboides,perennial,woody,,South_Africa,AF,1,field nodules,8,999,1,recA,7,0,999,999,0,999,999,
40,Beukes et al,2013,Virgilia,oroboides,Virgilia_oroboides,perennial,woody,,South_Africa,AF,1,field nodules,8,999,1,nifH,6,0,999,999,0,999,999,
40,Beukes et al,2013,Virgilia,oroboides,Virgilia_oroboides,perennial,woody,,South_Africa,AF,1,field nodules,8,999,1,nodA,8,0,999,999,0,999,999,
40,Beukes et al,2013,Podalyria,calyptrata,Podalyria_calyptrata,perennial,woody,,South_Africa,AF,1,field nodules,6,999,1,16S,5,0,999,999,0,999,999,
40,Beukes et al,2013,Podalyria,calyptrata,Podalyria_calyptrata,perennial,woody,,South_Africa,AF,1,field nodules,6,999,1,recA,6,0,999,999,0,999,999,
40,Beukes et al,2013,Podalyria,calyptrata,Podalyria_calyptrata,perennial,woody,,South_Africa,AF,1,field nodules,6,999,1,nifH,6,0,999,999,0,999,999,
40,Beukes et al,2013,Podalyria,calyptrata,Podalyria_calyptrata,perennial,woody,,South_Africa,AF,1,field nodules,6,999,1,nodA,6,0,999,999,0,999,999,
41,Beyhaut et al,2006,Desmanthus,illinoensis,Desmanthus_illinoensis,perennial,herb,,United_States,NA,20,field nodules,231,999,0,rep_PCR,69,0,999,999,0,999,999,BOXA1R primer
41,Beyhaut et al,2006,Desmanthus,illinoensis,Desmanthus_illinoensis,perennial,herb,,United_States,NA,20,field nodules,231,999,1,16S,9,0,999,999,0,999,999,
42,Bianco et al,2013,Adesmia,bicolor,Adesmia_bicolor,perennial,herb,,Argentina,SA,1,field nodules,53,999,0,ERIC_PCR,18,0,999,999,0,999,999,
42,Bianco et al,2013,Adesmia,bicolor,Adesmia_bicolor,perennial,herb,,Argentina,SA,1,field nodules,53,999,1,16S,2,0,999,999,0,999,999,
43,Blanco et al,2008,Sesbania,punicea,Sesbania_punicea,perennial,woody,,Uruguay,SA,2,field nodules,7,10,0,RFLP_16S,3,0,999,999,0,999,999,
43,Blanco et al,2008,Sesbania,punicea,Sesbania_punicea,perennial,woody,,Uruguay,SA,2,field nodules,7,10,1,16S,3,0,999,999,0,999,999,
43,Blanco et al,2008,Sesbania,virgata,Sesbania_virgata,perennial,woody,,Uruguay,SA,2,field nodules,11,10,0,RFLP_16S,4,0,999,999,0,999,999,
43,Blanco et al,2008,Sesbania,virgata,Sesbania_virgata,perennial,woody,,Uruguay,SA,2,field nodules,11,10,1,16S,4,0,999,999,0,999,999,
44,Bottomley et al,1994,Lupinus,albus,Lupinus_albus,annual,herb,,United_States,NA,1,soil trapping,35,9,0,MLEE,11,0,999,999,0,999,999,
44,Bottomley et al,1994,Lupinus,angustifolius,Lupinus_angustifolius,annual,herb,,United_States,NA,1,soil trapping,20,9,0,MLEE,10,0,999,999,0,999,999,
44,Bottomley et al,1994,Ornithopus,compressus,Ornithopus_compressus,annual,herb,,United_States,NA,1,soil trapping,20,30,0,MLEE,3,0,999,999,0,999,999,
44,Bottomley et al,1994,Macroptilium,atropurpureum,Macroptilium_atropurpureum,perennial,herb,,United_States,NA,1,soil trapping,20,30,0,MLEE,4,0,999,999,0,999,999,
45,Boudiaf et al,2014,Acacia,mearnsii,Acacia_mearnsii,perennial,woody,,Algeria,AF,3,soil trapping,67,15,1,ITS,27,0,999,999,0,999,999,
46,Boukhatem et al,2012,Acacia,ehrenbergiana,Acacia_ehrenbergiana,perennial,woody,,Algeria,AF,13,soil trapping,3,999,1,16S,3,0,999,999,1,0.33,2,
46,Boukhatem et al,2012,Acacia,karroo,Acacia_karroo,perennial,woody,,Algeria,AF,13,soil trapping,11,999,1,16S,7,0,999,999,1,0.29,2,
46,Boukhatem et al,2012,Acacia,saligna,Acacia_saligna,perennial,woody,,Algeria,AF,13,soil trapping,21,999,1,16S,17,0,999,999,1,0,2,
46,Boukhatem et al,2012,Acacia,seyal,Acacia_seyal,perennial,woody,,Algeria,AF,13,soil trapping,10,999,1,16S,5,0,999,999,1,0,2,
47,Bournaud et al,2013,Anadenanthera,colubrina,Anadenanthera_colubrina,perennial,woody,,Brazil,SA,2,field nodules,17,999,1,16S,7,0,999,999,0,999,999,
47,Bournaud et al,2013,Anadenanthera,colubrina,Anadenanthera_colubrina,perennial,woody,,Brazil,SA,2,field nodules,17,999,1,nodC,4,0,999,999,0,999,999,
47,Bournaud et al,2013,Anadenanthera,peregrina,Anadenanthera_peregrina,perennial,woody,,Brazil,SA,4,field nodules,43,999,1,16S,8,0,999,999,0,999,999,
47,Bournaud et al,2013,Anadenanthera,peregrina,Anadenanthera_peregrina,perennial,woody,,Brazil,SA,4,field nodules,43,999,1,nodC,5,0,999,999,0,999,999,
47,Bournaud et al,2013,Microlobius,foetidus,Microlobius_foetidus,perennial,woody,,Brazil,SA,1,field nodules,7,999,1,16S,3,0,999,999,0,999,999,
47,Bournaud et al,2013,Microlobius,foetidus,Microlobius_foetidus,perennial,woody,,Brazil,SA,1,field nodules,7,999,1,nodC,3,0,999,999,0,999,999,
47,Bournaud et al,2013,Parapiptadenia,pterosperma,Parapiptadenia_pterosperma,perennial,woody,,Brazil,SA,3,field nodules,17,999,1,16S,4,0,999,999,0,999,999,
47,Bournaud et al,2013,Parapiptadenia,pterosperma,Parapiptadenia_pterosperma,perennial,woody,,Brazil,SA,3,field nodules,17,999,1,nodC,4,0,999,999,0,999,999,
47,Bournaud et al,2013,Parapiptadenia,rigida,Parapiptadenia_rigida,perennial,woody,,Brazil,SA,3,field nodules,5,999,1,16S,1,0,999,999,0,999,999,
47,Bournaud et al,2013,Parapiptadenia,rigida,Parapiptadenia_rigida,perennial,woody,,Brazil,SA,3,field nodules,5,999,1,nodC,3,0,999,999,0,999,999,
47,Bournaud et al,2013,Piptadenia,flava,Piptadenia_flava,perennial,woody,,Brazil,SA,1,field nodules,2,999,1,16S,1,0,999,999,0,999,999,
47,Bournaud et al,2013,Piptadenia,flava,Piptadenia_flava,perennial,woody,,Brazil,SA,1,field nodules,2,999,1,nodC,1,0,999,999,0,999,999,
47,Bournaud et al,2013,Piptadenia,adiantoides,Piptadenia_adiantoides,,,,Brazil,SA,1,field nodules,3,999,1,16S,2,0,999,999,0,999,999,
47,Bournaud et al,2013,Piptadenia,adiantoides,Piptadenia_adiantoides,,,,Brazil,SA,1,field nodules,3,999,1,nodC,1,0,999,999,0,999,999,
47,Bournaud et al,2013,Piptadenia,gonoacantha,Piptadenia_gonoacantha,,,,Brazil,SA,4,field nodules,32,999,1,16S,8,0,999,999,0,999,999,
47,Bournaud et al,2013,Piptadenia,gonoacantha,Piptadenia_gonoacantha,,,,Brazil,SA,4,field nodules,32,999,1,nodC,5,0,999,999,0,999,999,
47,Bournaud et al,2013,Piptadenia,paniculata,Piptadenia_paniculata,,,,Brazil,SA,1,field nodules,30,999,1,16S,9,0,999,999,0,999,999,
47,Bournaud et al,2013,Piptadenia,paniculata,Piptadenia_paniculata,,,,Brazil,SA,1,field nodules,30,999,1,nodC,4,0,999,999,0,999,999,
47,Bournaud et al,2013,Piptadenia,trisperma,Piptadenia_trisperma,,,,Brazil,SA,1,field nodules,8,999,1,16S,3,0,999,999,0,999,999,
47,Bournaud et al,2013,Piptadenia,trisperma,Piptadenia_trisperma,,,,Brazil,SA,1,field nodules,8,999,1,nodC,2,0,999,999,0,999,999,
47,Bournaud et al,2013,Piptadenia,viridiflora,Piptadenia_viridiflora,,,,Brazil,SA,2,field nodules,7,999,1,16S,3,0,999,999,0,999,999,
47,Bournaud et al,2013,Piptadenia,viridiflora,Piptadenia_viridiflora,,,,Brazil,SA,2,field nodules,7,999,1,nodC,2,0,999,999,0,999,999,
47,Bournaud et al,2013,Pseudopiptadenia,contorta,Pseudopiptadenia_contorta,perennial,woody,,Brazil,SA,2,field nodules,4,999,1,16S,2,0,999,999,0,999,999,
47,Bournaud et al,2013,Pseudopiptadenia,contorta,Pseudopiptadenia_contorta,perennial,woody,,Brazil,SA,2,field nodules,4,999,1,nodC,1,0,999,999,0,999,999,
48,Callaway et al,2011,Robinia,pseudoacacia,Robinia_pseudoacacia,perennial,woody,,United_States,NA,7,soil trapping,13,999,1,16S,5,1,999,999,0,999,999,
48,Callaway et al,2011,Robinia,pseudoacacia,Robinia_pseudoacacia,perennial,woody,,United_States,NA,6,soil trapping,13,999,1,16S,4,1,0.5,0.5,0,999,999,
48,Callaway et al,2011,Robinia,pseudoacacia,Robinia_pseudoacacia,perennial,woody,,Czech_Republic-France-Georgia-Hungary-Italy-Romania-Spain,EU,11,soil trapping,13,999,1,16S,5,1,999,999,0,999,999,
49,Chen et al,2005,Mimosa,bimucronata,Mimosa_bimucronata,perennial,woody,,Brazil,SA,1,field nodules,2,999,0,ARDRA,2,0,999,999,0,999,999,
49,Chen et al,2005,Mimosa,bimucronata,Mimosa_bimucronata,perennial,woody,,Brazil,SA,1,field nodules,2,999,1,16S,2,0,999,999,0,999,999,
49,Chen et al,2005,Mimosa,caesalpiniaefolia,Mimosa_caesalpiniaefolia,perennial,woody,,Brazil,SA,1,field nodules,2,999,0,ARDRA,2,0,999,999,0,999,999,
49,Chen et al,2005,Mimosa,caesalpiniaefolia,Mimosa_caesalpiniaefolia,perennial,woody,,Brazil,SA,1,field nodules,2,999,1,16S,2,0,999,999,0,999,999,
49,Chen et al,2005,Mimosa,pudica,Mimosa_pudica,perennial,woody,,Brazil-Venezuela,SA,2,field nodules,7,999,0,ARDRA,2,0,999,999,0,999,999,
49,Chen et al,2005,Mimosa,pudica,Mimosa_pudica,perennial,woody,,Brazil-Venezuela,SA,2,field nodules,7,999,1,16S,2,0,999,999,0,999,999,
49,Chen et al,2005,Mimosa,scabrella,Mimosa_scabrella,perennial,woody,,Brazil,SA,1,field nodules,2,999,0,ARDRA,2,0,999,999,0,999,999,
49,Chen et al,2005,Mimosa,scabrella,Mimosa_scabrella,perennial,woody,,Brazil,SA,1,field nodules,2,999,1,16S,2,0,999,999,0,999,999,
49,Chen et al,2005,Mimosa,acutisipula,Mimosa_acutistipula,,,,Brazil,SA,1,field nodules,2,999,0,ARDRA,2,0,999,999,0,999,999,
49,Chen et al,2005,Mimosa,acutisipula,Mimosa_acutistipula,,,,Brazil,SA,1,field nodules,2,999,1,16S,2,0,999,999,0,999,999,
49,Chen et al,2005,Mimosa,flocculosa,Mimosa_flocculosa,,,,Brazil,SA,1,field nodules,2,999,0,ARDRA,2,0,999,999,0,999,999,
49,Chen et al,2005,Mimosa,flocculosa,Mimosa_flocculosa,,,,Brazil,SA,1,field nodules,2,999,1,16S,2,0,999,999,0,999,999,
50,Chen et al,2006,Mimosa,pudica,Mimosa_pudica,perennial,woody,,Brazil-Venezuela,SA,1,field nodules,7,999,1,16S,3,1,999,999,0,999,999,
50,Chen et al,2006,Mimosa,pudica,Mimosa_pudica,perennial,woody,,Taiwan,AS,1,field nodules,6,999,1,16S,6,1,0.5,0.5,0,999,999,
51,Gehlot et al,2013,Mimosa,himalayana,Mimosa_himalayana,perennial,woody,,India,AS,6,soil trapping,24,999,1,16S,7,0,999,999,0,999,999,
51,Gehlot et al,2013,Mimosa,himalayana,Mimosa_himalayana,perennial,woody,,India,AS,6,soil trapping,24,999,1,nifH,4,0,999,999,0,999,999,
51,Gehlot et al,2013,Mimosa,himalayana,Mimosa_himalayana,perennial,woody,,India,AS,6,soil trapping,24,999,1,nodA,4,0,999,999,0,999,999,
51,Gehlot et al,2013,Mimosa,pudica,Mimosa_pudica,perennial,woody,,India,AS,4,soil trapping,44,999,1,16S,8,0,999,999,0,999,999,
51,Gehlot et al,2013,Mimosa,pudica,Mimosa_pudica,perennial,woody,,India,AS,4,soil trapping,44,999,1,nifH,9,0,999,999,0,999,999,
51,Gehlot et al,2013,Mimosa,pudica,Mimosa_pudica,perennial,woody,,India,AS,4,soil trapping,44,999,1,nodA,7,0,999,999,0,999,999,
51,Gehlot et al,2013,Mimosa,hamata,Mimosa_hamata,perennial,woody,,India,AS,6,soil trapping,24,999,1,nifH,1,0,999,999,0,999,999,
51,Gehlot et al,2013,Mimosa,hamata,Mimosa_hamata,perennial,woody,,India,AS,6,soil trapping,24,999,1,nodA,1,0,999,999,0,999,999,
51,Gehlot et al,2013,Mimosa,hamata,Mimosa_hamata,perennial,woody,,India,AS,6,soil trapping,24,999,1,16S,4,0,999,999,0,999,999,
52,Hassen et al,2014,Indigofera hirsuta,hirsuta,Indigofera_hirsuta,perennial,woody,,South_Africa,AF,999,field nodules,6,999,1,16S,6,0,999,999,0,999,999,
52,Hassen et al,2014,Indigofera hirsuta,hirsuta,Indigofera_hirsuta,perennial,woody,,South_Africa,AF,999,field nodules,6,999,0,UPGMA,5,0,999,999,0,999,999,
52,Hassen et al,2014,Vigna,unguiculata,Vigna_unguiculata,perennial,herb,,South_Africa,AF,999,field nodules,4,999,1,16S,4,0,999,999,0,999,999,
52,Hassen et al,2014,Vigna,unguiculata,Vigna_unguiculata,perennial,herb,,South_Africa,AF,999,field nodules,4,999,0,UPGMA,4,0,999,999,0,999,999,
53,Haukka etal,1998,Acacia,senegal,Acacia_senegal,perennial,woody,,Kenya_Sudan,AF,6,field nodules,23,999,1,16S,12,0,999,999,0,999,999,
53,Haukka etal,1998,Acacia,senegal,Acacia_senegal,perennial,woody,,Kenya_Sudan,AF,6,field nodules,23,999,1,nodA,11,0,999,999,0,999,999,
53,Haukka etal,1998,Acacia,senegal,Acacia_senegal,perennial,woody,,Kenya_Sudan,AF,6,field nodules,23,999,1,nifH,8,0,999,999,0,999,999,
53,Haukka etal,1998,Prosopis,chilensis,Prosopis_chilensis,perennial,woody,,Kenya_Sudan,AF,4,field nodules,21,999,1,16S,7,0,999,999,1,0.43,1,
53,Haukka etal,1998,Prosopis,chilensis,Prosopis_chilensis,perennial,woody,,Kenya_Sudan,AF,4,field nodules,21,999,1,nodA,7,0,999,999,1,0.57,1,
53,Haukka etal,1998,Prosopis,chilensis,Prosopis_chilensis,perennial,woody,,Kenya_Sudan,AF,4,field nodules,21,999,1,nifH,9,0,999,999,1,0.56,1,
54,Chahboune et al,2011,Cytisus,villosus,Cytisus_villosus,perennial,woody,,Morocco,AF,2,field nodules,73,40,1,rep_PCR,23,,,,,,,compares nodulation on different host?
54,Chahboune et al,2011,Cytisus,villosus,Cytisus_villosus,perennial,woody,,Morocco,AF,2,field nodules,73,19,1,16S,14,,,,,,,
54,Chahboune et al,2011,Cytisus,villosus,Cytisus_villosus,perennial,woody,,Morocco,AF,2,field nodules,73,19,1,glnII,12,,,,,,,
54,Chahboune et al,2011,Cytisus,villosus,Cytisus_villosus,perennial,woody,,Morocco,AF,2,field nodules,73,19,1,recA,12,,,,,,,
54,Chahboune et al,2011,Cytisus,villosus,Cytisus_villosus,perennial,woody,,Morocco,AF,2,field nodules,73,19,1,nodc,13,,,,,,,
54,Chahboune et al,2011,Cytisus,villosus,Cytisus_villosus,perennial,woody,,Morocco,AF,2,field nodules,73,19,1,nifH,10,,,,,,,
55,Arun and Sridhar,2004,Vigna,mungo,Vigna_mungo,annual,herb,,Inda,AS,1,field nodules,10,999,0,999,999,0,999,999,0,999,999,
55,Arun and Sridhar,2004,Macrotyloma,uniflorum,Macrotyloma_uniflorum,perennial,herb,,Inda,AS,1,field nodules,10,999,0,999,999,0,999,999,0,999,999,
55,Arun and Sridhar,2004,Vigna,radiata,Vigna_radiata,perennial,herb,,Inda,AS,1,field nodules,10,999,0,999,999,0,999,999,0,999,999,
55,Arun and Sridhar,2004,Vigna,unguiculata,Vigna_unguiculata,perennial,herb,,India,AS,1,field nodules,10,999,0,999,999,0,999,999,0,999,999,
56,Bejarano et al,2014,Vigna,unguiculata,Vigna_unguiculata,perennial,herb,,Spain,EU,1,soil trapping,40,999,1,RAPD,9,1,0.89,0.11,0,999,999,
56,Bejarano et al,2014,Vigna,unguiculata,Vigna_unguiculata,perennial,herb,,Spain,EU,1,soil trapping,40,999,1,ITS,8,0,999,999,0,999,999,
56,Bejarano et al,2014,Vigna,unguiculata,Vigna_unguiculata,perennial,herb,,Spain,EU,1,soil trapping,40,999,1,rrs,8,0,999,999,0,999,999,
56,Bejarano et al,2014,Vigna,unguiculata,Vigna_unguiculata,perennial,herb,,Spain,EU,1,soil trapping,40,999,1,NodC,7,0,999,999,0,999,999,
57,Bernal et al,2004,Phaseolus,vulgaris,Phaseolus_vulgaris,annual,herb,,United_States,NA,1,soil trapping,7,999,0,FAME,7,0,999,999,0,999,999,
57,Bernal et al,2004,Phaseolus,vulgaris,Phaseolus_vulgaris,annual,herb,,United_States,NA,1,soil trapping,12,999,0,16S,5,0,999,999,0,999,999,
57,Bernal et al,2004,Phaseolus,vulgaris,Phaseolus_vulgaris,annual,herb,,United_States,NA,1,soil trapping,23,999,0,BOXA1R-PCR,5,0,999,999,0,999,999,
58,Brigido et al,2006,Cicer,arietinum,Cicer_arietinum,perennial,herb,,Portugal,EU,12,soil trapping,999,999,1,16S,47,0,999,999,0,999,999,
59,Bromfield et al,2010,Medicago,sativa,Medicago_sativa,perennial,herb,,Canada,NA,1,field nodules,19,999,1,IsRm1,7,0,999,999,0,999,999,
59,Bromfield et al,2010,Medicago,sativa,Medicago_sativa,perennial,herb,,Canada,NA,1,field nodules,19,999,1,IsRm3,10,0,999,999,0,999,999,
59,Bromfield et al,2010,Medicago,sativa,Medicago_sativa,perennial,herb,,Canada,NA,1,field nodules,19,999,1,IsRm5,7,0,999,999,0,999,999,
59,Bromfield et al,2010,Medicago,sativa,Medicago_sativa,perennial,herb,,Canada,NA,1,field nodules,19,999,1,nodEFG,11,0,999,999,0,999,999,
59,Bromfield et al,2010,Medicago,sativa,Medicago_sativa,perennial,herb,,Canada,NA,1,field nodules,19,999,1,nodH,6,0,999,999,0,999,999,
59,Bromfield et al,2010,Medicago,sativa,Medicago_sativa,perennial,herb,,Canada,NA,1,field nodules,19,999,1,nodC,11,0,999,999,0,999,999,
59,Bromfield et al,2010,Medicago,sativa,Medicago_sativa,perennial,herb,,Canada,NA,1,field nodules,19,999,1,nifH,11,0,999,999,0,999,999,
59,Bromfield et al,2010,Medicago,sativa,Medicago_sativa,perennial,herb,,Canada,NA,1,field nodules,19,999,1,16S,8,0,999,999,0,999,999,
59,Bromfield et al,2010,Medicago,sativa,Medicago_sativa,perennial,herb,,Canada,NA,1,field nodules,19,999,1,23S,10,0,999,999,0,999,999,
59,Bromfield et al,2010,Medicago,sativa,Medicago_sativa,perennial,herb,,Canada,NA,1,field nodules,19,999,1,atpD,6,0,999,999,0,999,999,
59,Bromfield et al,2010,Medicago,sativa,Medicago_sativa,perennial,herb,,Canada,NA,1,field nodules,19,999,1,recA,10,,,,,,,
59,Bromfield et al,2010,Melilotus,alba,Melilotus_alba,perennial,herb,,Canada,NA,1,field nodules,19,999,1,IsRm1,7,0,999,999,0,999,999,
59,Bromfield et al,2010,Melilotus,alba,Melilotus_alba,perennial,herb,,Canada,NA,1,field nodules,19,999,1,IsRm3,10,0,999,999,0,999,999,
59,Bromfield et al,2010,Melilotus,alba,Melilotus_alba,perennial,herb,,Canada,NA,1,field nodules,19,999,1,IsRm5,7,0,999,999,0,999,999,
59,Bromfield et al,2010,Melilotus,alba,Melilotus_alba,perennial,herb,,Canada,NA,1,field nodules,19,999,1,nodEFG,11,0,999,999,0,999,999,
59,Bromfield et al,2010,Melilotus,alba,Melilotus_alba,perennial,herb,,Canada,NA,1,field nodules,19,999,1,nodH,6,0,999,999,0,999,999,
59,Bromfield et al,2010,Melilotus,alba,Melilotus_alba,perennial,herb,,Canada,NA,1,field nodules,19,999,1,nodC,11,0,999,999,0,999,999,
59,Bromfield et al,2010,Melilotus,alba,Melilotus_alba,perennial,herb,,Canada,NA,1,field nodules,19,999,1,nifH,11,0,999,999,0,999,999,
59,Bromfield et al,2010,Melilotus,alba,Melilotus_alba,perennial,herb,,Canada,NA,1,field nodules,19,999,1,16S,8,0,999,999,0,999,999,
59,Bromfield et al,2010,Melilotus,alba,Melilotus_alba,perennial,herb,,Canada,NA,1,field nodules,19,999,1,23S,10,0,999,999,0,999,999,
59,Bromfield et al,2010,Melilotus,alba,Melilotus_alba,perennial,herb,,Canada,NA,1,field nodules,19,999,1,atpD,6,0,999,999,0,999,999,
