paper_id,author,year,genus,species,genus_species,annual_perennial,growth_form,habitat_type,sample_country,sample_continent,sites_sampled,strain_source,num_nodules,num_plants,genbank,genetic_region,strain_richness,compares_homeaway,proportion_novel_strains,proportion_familiar_strains,compares_natinv,proportion_overlapping_strains,num_spp_compared,notes
198,Prin et al,2008,Chidlowia,sanguinea,Chidlowia_sanguinea,perennial,woody,,Guinea,AF,1,field nodules,57,999,0,ITS,7,0,999,999,0,999,999,"57 is the number of total nodules across plant species (paper does not break it up), 8 is the number of clades that were distinct from the Bradyrizbium clade + the bradyrhizobium - potentially not usable paper"
198,Prin et al,2008,Tetrapleura,tetraptera,Tetrapleura_tetraptera,perennial,woody,,Guinea,AF,1,field nodules,57,999,0,ITS,7,0,999,999,0,999,999,"57 is the number of total nodules across plant species (paper does not break it up), 8 is the number of clades that were distinct from the Bradyrizbium clade + the bradyrhizobium - potentially not usable paper"
198,Prin et al,2008,Spirotropis,longifolia,Spirotropis_longifolia,,,,Guyaana,AF,1,field nodules,57,999,0,ITS,7,0,999,999,0,999,999,"57 is the number of total nodules across plant species (paper does not break it up), 8 is the number of clades that were distinct from the Bradyrizbium clade + the bradyrhizobium - potentially not usable paper"
199,Prin et al,1998,Acacia,Mangium,Acacia_mangium,perennial,woody,,Australia,AU,1,field nodules,80,20,0,RFLP,24,0,999,999,0,999,999,
200,Quatrini et al,2002,Spartium,junceum,Spartium_junceum,perennial,woody,,Italy,EU,1,field nodules_soil trapping,25,999,1,IGS,9,0,999,999,0,999,999,
200,Quatrini et al,2002,Spartium,junceum,Spartium_junceum,perennial,woody,,Italy,EU,1,field nodules_soil trapping,25,999,0,PCR-RFLP,2,0,999,999,0,999,999,
200,Quatrini et al,2002,Spartium,junceum,Spartium_junceum,perennial,woody,,Italy,EU,1,field nodules_soil trapping,25,999,1,16S,9,0,999,999,0,999,999,
201,Qian and Parker,2002,Lotus,oroboides,Lotus_oroboides,perennial,herb,,Mexico,SA,1,field nodules,3,7,1,16S,3,0,999,999,0,999,999,
201,Qian and Parker,2002,Lotus,oroboides,Lotus_oroboides,perennial,herb,,Mexico,SA,1,field nodules,22,7,1,23S,3,0,999,999,0,999,999,
201,Qian and Parker,2002,Lotus,oroboides,Lotus_oroboides,perennial,herb,,Mexico,SA,1,field nodules,22,7,0,ITS,5,0,999,999,0,999,999,
201,Qian and Parker,2002,Lotus,oroboides,Lotus_oroboides,perennial,herb,,Mexico,SA,1,field nodules,4,7,1,nifD,2,0,999,999,0,999,999,
202,Qin et al,2012,Sphaerophysa,salsula,Sphaerophysa_salsula,perennial,herb,,China,AS,1,field nodules,5,999,1,16S,2,0,999,999,0,999,999,
202,Qin et al,2012,Sphaerophysa,salsula,Sphaerophysa_salsula,perennial,herb,,China,AS,1,field nodules,5,999,1,recA,3,0,999,999,0,999,999,
202,Qin et al,2012,Sphaerophysa,salsula,Sphaerophysa_salsula,perennial,herb,,China,AS,1,field nodules,5,999,1,atpD,1,0,999,999,0,999,999,
202,Qin et al,2012,Sphaerophysa,salsula,Sphaerophysa_salsula,perennial,herb,,China,AS,1,field nodules,5,999,0,ERIC-PCR,5,0,999,999,0,999,999,
202,Qin et al,2012,Sphaerophysa,salsula,Sphaerophysa_salsula,perennial,herb,,China,AS,1,field nodules,1,999,1,nifH,1,0,999,999,0,999,999,
202,Qin et al,2012,Sphaerophysa,salsula,Sphaerophysa_salsula,perennial,herb,,China,AS,1,field nodules,1,999,1,nodD,1,0,999,999,0,999,999,
203,Perrineau et al,2011,Acacia,mangium,Acacia_mangium,perennial,woody,,Brazil,SA,3,field nodules,79,43,1,nodA,21,0,999,999,0,999,999,
203,Perrineau et al,2011,Acacia,mangium,Acacia_mangium,perennial,woody,,Brazil,SA,3,field nodules,79,43,1,dnaK,26,0,999,999,0,999,999,
203,Perrineau et al,2011,Acacia,mangium,Acacia_mangium,perennial,woody,,Brazil,SA,3,field nodules,79,43,1,recA,21,0,999,999,0,999,999,
204,Pongslip and Nuntagij,2009,Derris,elliptica,Derris_elliptica,perennial,woody,,Thailand,AS,3,field nodules,73,999,0,PCR-RAPD,25,0,999,999,0,999,999,
204,Pongslip and Nuntagij,2009,Indigofera,tinctoria,Indigofera_tinctoria,perennial,woody,,Thailand,AS,10,field nodules,98,999,0,PCR-RAPD,46,0,999,999,0,999,999,
204,Pongslip and Nuntagij,2009,Pueraria,mirifica,Pueraria_mirifica,perennial,woody,,Thailand,AS,5,field nodules,44,999,0,PCR-RAPD,23,0,999,999,0,999,999,
205,Provorov et al,2012,Lathyrus,pratense,Lathyrus_pratense,perennial,herb,,Srednii_Island,AS,1,field nodules,136,999,0,ERIC-Fingerprinting,136,0,999,999,0,999,999,doesn't show how the nodule numbers or number of strains were split up amoung the plant species
205,Provorov et al,2012,Lathyrus,pratense,Lathyrus_pratense,perennial,herb,,Srednii_Island,AS,1,field nodules,136,999,0,IGS,12,0,999,999,0,999,999,doesn't show how the nodule numbers or number of strains were split up amoung the plant species
205,Provorov et al,2012,Lathyrus,pratense,Lathyrus_pratense,perennial,herb,,Srednii_Island,AS,1,field nodules,136,999,0,nodD,2,0,999,999,0,999,999,doesn't show how the nodule numbers or number of strains were split up amoung the plant species
205,Provorov et al,2012,Lathyrus,pratense,Lathyrus_pratense,perennial,herb,,Srednii_Island,AS,1,field nodules,136,999,0,nifH,2,0,999,999,0,999,999,doesn't show how the nodule numbers or number of strains were split up amoung the plant species
205,Provorov et al,2012,Trifolium,pratense,Trifolium_pratense,perennial,herb,,Srednii_Island,AS,1,field nodules,136,999,0,ERIC-Fingerprinting,136,0,999,999,0,999,999,doesn't show how the nodule numbers or number of strains were split up amoung the plant species
205,Provorov et al,2012,Trifolium,pratense,Trifolium_pratense,perennial,herb,,Srednii_Island,AS,1,field nodules,136,999,0,IGS,12,0,999,999,0,999,999,doesn't show how the nodule numbers or number of strains were split up amoung the plant species
205,Provorov et al,2012,Trifolium,pratense,Trifolium_pratense,perennial,herb,,Srednii_Island,AS,1,field nodules,136,999,0,nodD,2,0,999,999,0,999,999,doesn't show how the nodule numbers or number of strains were split up amoung the plant species
205,Provorov et al,2012,Trifolium,pratense,Trifolium_pratense,perennial,herb,,Srednii_Island,AS,1,field nodules,136,999,0,nifH,2,0,999,999,0,999,999,doesn't show how the nodule numbers or number of strains were split up amoung the plant species
205,Provorov et al,2012,Trifolium,repens,Trifolium_repens,perennial,herb,,Srednii_Island,AS,1,field nodules,136,999,0,ERIC-Fingerprinting,136,0,999,999,0,999,999,doesn't show how the nodule numbers or number of strains were split up amoung the plant species
205,Provorov et al,2012,Trifolium,repens,Trifolium_repens,perennial,herb,,Srednii_Island,AS,1,field nodules,136,999,0,IGS,12,0,999,999,0,999,999,doesn't show how the nodule numbers or number of strains were split up amoung the plant species
205,Provorov et al,2012,Trifolium,repens,Trifolium_repens,perennial,herb,,Srednii_Island,AS,1,field nodules,136,999,0,nodD,2,0,999,999,0,999,999,doesn't show how the nodule numbers or number of strains were split up amoung the plant species
205,Provorov et al,2012,Trifolium,repens,Trifolium_repens,perennial,herb,,Srednii_Island,AS,1,field nodules,136,999,0,nifH,2,0,999,999,0,999,999,doesn't show how the nodule numbers or number of strains were split up amoung the plant species
205,Provorov et al,2012,Vicia,cracca,Vicia_cracca,perennial,herb,,Srednii_Island,AS,1,field nodules,136,999,0,ERIC-Fingerprinting,136,0,999,999,0,999,999,doesn't show how the nodule numbers or number of strains were split up amoung the plant species
205,Provorov et al,2012,Vicia,cracca,Vicia_cracca,perennial,herb,,Srednii_Island,AS,1,field nodules,136,999,0,IGS,12,0,999,999,0,999,999,doesn't show how the nodule numbers or number of strains were split up amoung the plant species
205,Provorov et al,2012,Vicia,cracca,Vicia_cracca,perennial,herb,,Srednii_Island,AS,1,field nodules,136,999,0,nodD,2,0,999,999,0,999,999,doesn't show how the nodule numbers or number of strains were split up amoung the plant species
205,Provorov et al,2012,Vicia,cracca,Vicia_cracca,perennial,herb,,Srednii_Island,AS,1,field nodules,136,999,0,nifH,2,0,999,999,0,999,999,doesn't show how the nodule numbers or number of strains were split up amoung the plant species
205,Provorov et al,2012,Vicia,sepium,Vicia_sepium,perennial,herb,,Srednii_Island,AS,1,field nodules,136,999,0,ERIC-Fingerprinting,136,0,999,999,0,999,999,doesn't show how the nodule numbers or number of strains were split up amoung the plant species
205,Provorov et al,2012,Vicia,sepium,Vicia_sepium,perennial,herb,,Srednii_Island,AS,1,field nodules,136,999,0,IGS,12,0,999,999,0,999,999,doesn't show how the nodule numbers or number of strains were split up amoung the plant species
205,Provorov et al,2012,Vicia,sepium,Vicia_sepium,perennial,herb,,Srednii_Island,AS,1,field nodules,136,999,0,nodD,2,0,999,999,0,999,999,doesn't show how the nodule numbers or number of strains were split up amoung the plant species
205,Provorov et al,2012,Vicia,sepium,Vicia_sepium,perennial,herb,,Srednii_Island,AS,1,field nodules,136,999,0,nifH,2,0,999,999,0,999,999,doesn't show how the nodule numbers or number of strains were split up amoung the plant species
206,Ramirez-Bahena et al,2013,Centrosema,macrocarpum,Centrosema_macrocarpum,perennial,woody,,Venezuela,SA,1,soil trapping,42,999,0,RAPD,6,0,999,999,0,999,999,
206,Ramirez-Bahena et al,2013,Centrosema,macrocarpum,Centrosema_macrocarpum,perennial,woody,,Venezuela,SA,1,soil trapping,2,999,1,rrs,2,0,999,999,0,999,999,
206,Ramirez-Bahena et al,2013,Centrosema,macrocarpum,Centrosema_macrocarpum,perennial,woody,,Venezuela,SA,1,soil trapping,6,999,1,ITS,4,0,999,999,0,999,999,
206,Ramirez-Bahena et al,2013,Centrosema,macrocarpum,Centrosema_macrocarpum,perennial,woody,,Venezuela,SA,1,soil trapping,4,999,1,recA,4,0,999,999,0,999,999,
206,Ramirez-Bahena et al,2013,Centrosema,macrocarpum,Centrosema_macrocarpum,perennial,woody,,Venezuela,SA,1,soil trapping,4,999,1,atpD,4,0,999,999,0,999,999,
206,Ramirez-Bahena et al,2013,Centrosema,macrocarpum,Centrosema_macrocarpum,perennial,woody,,Venezuela,SA,1,soil trapping,4,999,1,nodC,3,0,999,999,0,999,999,
206,Ramirez-Bahena et al,2013,Centrosema,macrocarpum,Centrosema_macrocarpum,perennial,woody,,Venezuela,SA,1,soil trapping,4,999,1,nifH,2,0,999,999,0,999,999,
206,Ramirez-Bahena et al,2013,Centrosema,molle,Centrosema_molle,perennial,herb,,Venezuela,SA,1,soil trapping,2,999,0,RAPD,1,0,999,999,0,999,999,
206,Ramirez-Bahena et al,2013,Centrosema,molle,Centrosema_molle,perennial,herb,,Venezuela,SA,1,soil trapping,1,999,1,rrs,1,0,999,999,0,999,999,
206,Ramirez-Bahena et al,2013,Centrosema,molle,Centrosema_molle,perennial,herb,,Venezuela,SA,1,soil trapping,1,999,1,ITS,1,0,999,999,0,999,999,
206,Ramirez-Bahena et al,2013,Centrosema,molle,Centrosema_molle,perennial,herb,,Venezuela,SA,1,soil trapping,1,999,1,recA,1,0,999,999,0,999,999,
206,Ramirez-Bahena et al,2013,Centrosema,molle,Centrosema_molle,perennial,herb,,Venezuela,SA,1,soil trapping,1,999,1,atpD,1,0,999,999,0,999,999,
206,Ramirez-Bahena et al,2013,Centrosema,molle,Centrosema_molle,perennial,herb,,Venezuela,SA,1,soil trapping,1,999,1,nodC,1,0,999,999,0,999,999,
206,Ramirez-Bahena et al,2013,Centrosema,molle,Centrosema_molle,perennial,herb,,Venezuela,SA,1,soil trapping,1,999,1,nifH,1,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,sp.,Dalbergia_sp.,,,,Madagascar,AF,1,field nodules,1,999,0,16S-IGS,1,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,sp.,Dalbergia_sp.,,,,Madagascar,AF,1,field nodules,999,999,0,IGS,999,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,sp.,Dalbergia_sp.,,,,Madagascar,AF,1,field nodules,7,999,0,RFLP,6,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,baronii,Dalbergia_baronii,perennial,woody,,Madagascar,AF,1,field nodules,2,999,0,16S-IGS,2,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,baronii,Dalbergia_baronii,perennial,woody,,Madagascar,AF,1,field nodules,999,999,0,IGS,999,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,baronii,Dalbergia_baronii,perennial,woody,,Madagascar,AF,1,field nodules,7,999,0,RFLP,6,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,louvelii,Dalbergia_louvelii,perennial,woody,,Madagascar,AF,1,field nodules,7,999,0,16S-IGS,6,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,louvelii,Dalbergia_louvelii,perennial,woody,,Madagascar,AF,1,field nodules,999,999,0,IGS,999,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,louvelii,Dalbergia_louvelii,perennial,woody,,Madagascar,AF,1,field nodules,16,999,0,RFLP,16,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,madagascariensis,Dalbergia_madagascariensis,perennial,woody,,Madagascar,AF,1,field nodules,1,999,0,16S-IGS,1,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,madagascariensis,Dalbergia_madagascariensis,perennial,woody,,Madagascar,AF,1,field nodules,999,999,0,IGS,999,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,madagascariensis,Dalbergia_madagascariensis,perennial,woody,,Madagascar,AF,1,field nodules,7,999,0,RFLP,6,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,maritima,Dalbergia_maritima,perennial,woody,,Madagascar,AF,1,field nodules,999,999,0,IGS,999,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,maritima,Dalbergia_maritima,perennial,woody,,Madagascar,AF,1,field nodules,1,999,0,RFLP,1,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,monticola,Dalbergia_monticola,perennial,woody,,Madagascar,AF,1,field nodules,5,999,0,16S-IGS,4,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,monticola,Dalbergia_monticola,perennial,woody,,Madagascar,AF,1,field nodules,999,999,0,IGS,999,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,monticola,Dalbergia_monticola,perennial,woody,,Madagascar,AF,1,field nodules,17,999,0,RFLP,17,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,purpurascens,Dalbergia_purpurascens,perennial,woody,,Madagascar,AF,1,field nodules,2,999,0,16S-IGS,2,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,purpurascens,Dalbergia_purpurascens,perennial,woody,,Madagascar,AF,1,field nodules,999,999,0,IGS,999,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,purpurascens,Dalbergia_purpurascens,perennial,woody,,Madagascar,AF,1,field nodules,10,999,0,RFLP,10,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,chapielieri,Dalbergia_chapielieri,,woody,,Madagascar,AF,1,field nodules,999,999,0,IGS,999,0,999,999,0,999,999,
207,Rasolomampiania et al,2005,Dalbergia,chapielieri,Dalbergia_chapielieri,,woody,,Madagascar,AF,1,field nodules,3,999,0,RFLP,3,0,999,999,0,999,999,
208,Qin et al,2012,Sphaerophysa,salsula,Sphaerophysa_salsula,perennial,herb,,China,AS,1,field nodules,5,999,1,16S,2,0,999,999,0,999,999,
208,Qin et al,2012,Sphaerophysa,salsula,Sphaerophysa_salsula,perennial,herb,,China,AS,1,field nodules,5,999,1,recA,3,0,999,999,0,999,999,
208,Qin et al,2012,Sphaerophysa,salsula,Sphaerophysa_salsula,perennial,herb,,China,AS,1,field nodules,5,999,1,atpD,5,0,999,999,0,999,999,
208,Qin et al,2012,Sphaerophysa,salsula,Sphaerophysa_salsula,perennial,herb,,China,AS,1,field nodules,1,999,1,nifH,1,0,999,999,0,999,999,
208,Qin et al,2012,Sphaerophysa,salsula,Sphaerophysa_salsula,perennial,herb,,China,AS,1,field nodules,1,999,1,nodD,1,0,999,999,0,999,999,
208,Qin et al,2012,Sphaerophysa,salsula,Sphaerophysa_salsula,perennial,herb,,China,AS,1,field nodules,5,999,0,ERIC-PCR,5,0,999,999,0,999,999,
209,Rejili et al,2012,Trigonella,maritima,Trigonella_maritima,annual,herb,,Tunisia,AF,1,field nodules,2,999,0,16S,1,0,999,999,0,999,999,
209,Rejili et al,2012,Hedysarum,spinosissimum,Hedysarum_spinosissimum,perennial,herb,,Tunisia,AF,1,field nodules,3,999,0,16S,3,0,999,999,0,999,999,
209,Rejili et al,2012,Lotus,creticus,Lotus_creticus,perennial,herb,,Tunisia,AF,1,field nodules,12,999,0,16S,5,0,999,999,0,999,999,
209,Rejili et al,2012,Lotus,halophilus,Lotus_halophilus,perennial,herb,,Tunisia,AF,1,field nodules,3,999,0,16S,3,0,999,999,0,999,999,
209,Rejili et al,2012,Vicia,sativa,Vicia_sativa,perennial,herb,,Tunisia,AF,1,field nodules,3,999,0,16S,1,0,999,999,0,999,999,
210,Ren et al,2011,Astragalus,oxyglottis,Astragalus_oxyglottis,annual,herb,,China,AS,1,999,1,999,1,16S,1,0,999,999,0,999,999,
210,Ren et al,2011,Astragalus,oxyglottis,Astragalus_oxyglottis,annual,herb,,China,AS,1,999,1,999,1,IGS,1,0,999,999,0,999,999,
210,Ren et al,2011,Astragalus,oxyglottis,Astragalus_oxyglottis,annual,herb,,China,AS,1,999,1,999,1,recA,1,0,999,999,0,999,999,
210,Ren et al,2011,Astragalus,oxyglottis,Astragalus_oxyglottis,annual,herb,,China,AS,1,999,1,999,1,glnII,1,0,999,999,0,999,999,
210,Ren et al,2011,Astragalus,dahuricus,Astragalus_dahuricus,perennial,herb,,China,AS,1,999,1,999,1,16S,1,0,999,999,0,999,999,
210,Ren et al,2011,Astragalus,dahuricus,Astragalus_dahuricus,perennial,herb,,China,AS,1,999,1,999,1,IGS,1,0,999,999,0,999,999,
210,Ren et al,2011,Astragalus,dahuricus,Astragalus_dahuricus,perennial,herb,,China,AS,1,999,1,999,1,recA,1,0,999,999,0,999,999,
210,Ren et al,2011,Astragalus,dahuricus,Astragalus_dahuricus,perennial,herb,,China,AS,1,999,1,999,1,glnII,1,0,999,999,0,999,999,
210,Ren et al,2011,Desmodium,microphyllum,Desmodium_microphyllum,perennial,woody,,China,AS,1,999,1,999,1,16S,1,0,999,999,0,999,999,
210,Ren et al,2011,Desmodium,microphyllum,Desmodium_microphyllum,perennial,woody,,China,AS,1,999,1,999,1,IGS,1,0,999,999,0,999,999,
210,Ren et al,2011,Desmodium,microphyllum,Desmodium_microphyllum,perennial,woody,,China,AS,1,999,1,999,1,recA,1,0,999,999,0,999,999,
210,Ren et al,2011,Desmodium,microphyllum,Desmodium_microphyllum,perennial,woody,,China,AS,1,999,1,999,1,glnII,1,0,999,999,0,999,999,
210,Ren et al,2011,Vigna,radiata,Vigna_radiata,perennial,herb,,China,AS,1,999,4,999,1,16S,2,0,999,999,0,999,999,
210,Ren et al,2011,Vigna,radiata,Vigna_radiata,perennial,herb,,China,AS,1,999,4,999,1,IGS,1,0,999,999,0,999,999,
210,Ren et al,2011,Vigna,radiata,Vigna_radiata,perennial,herb,,China,AS,1,999,4,999,1,recA,1,0,999,999,0,999,999,
210,Ren et al,2011,Vigna,radiata,Vigna_radiata,perennial,herb,,China,AS,1,999,4,999,1,glnII,1,0,999,999,0,999,999,
211,Ren et al,2011,Kummerowia,stipulacea,Kummerowia_stipulacea,annual,herb,,China,AS,1,field nodules,1,999,1,RFLP_16S,1,0,999,999,0,999,999,
211,Ren et al,2011,Kummerowia,stipulacea,Kummerowia_stipulacea,annual,herb,,China,AS,1,field nodules,1,999,0,RFLP_IGS,1,0,999,999,0,999,999,
211,Ren et al,2011,Kummerowia,stipulacea,Kummerowia_stipulacea,annual,herb,,China,AS,1,field nodules,1,999,0,ARDRA,1,0,999,999,0,999,999,
211,Ren et al,2011,Kummerowia,stipulacea,Kummerowia_stipulacea,annual,herb,,China,AS,1,field nodules,1,999,1,atpD,1,0,999,999,0,999,999,
211,Ren et al,2011,Kummerowia,stipulacea,Kummerowia_stipulacea,annual,herb,,China,AS,1,field nodules,1,999,1,recA,1,0,999,999,0,999,999,
211,Ren et al,2011,Kummerowia,stipulacea,Kummerowia_stipulacea,annual,herb,,China,AS,1,field nodules,1,999,1,glnII,1,0,999,999,0,999,999,
211,Ren et al,2011,Albizia,kalkora,Albizia_kalkora,perennial,woody,,China,AS,1,field nodules,1,999,1,RFLP_16S,1,0,999,999,0,999,999,
211,Ren et al,2011,Albizia,kalkora,Albizia_kalkora,perennial,woody,,China,AS,1,field nodules,1,999,0,RFLP_IGS,1,0,999,999,0,999,999,
211,Ren et al,2011,Albizia,kalkora,Albizia_kalkora,perennial,woody,,China,AS,1,field nodules,1,999,0,ARDRA,1,0,999,999,0,999,999,
211,Ren et al,2011,Albizia,kalkora,Albizia_kalkora,perennial,woody,,China,AS,1,field nodules,1,999,1,atpD,1,0,999,999,0,999,999,
211,Ren et al,2011,Albizia,kalkora,Albizia_kalkora,perennial,woody,,China,AS,1,field nodules,1,999,1,recA,1,0,999,999,0,999,999,
211,Ren et al,2011,Albizia,kalkora,Albizia_kalkora,perennial,woody,,China,AS,1,field nodules,1,999,1,glnII,1,0,999,999,0,999,999,
211,Ren et al,2011,Astragalus,danicus,Astragalus_danicus,perennial,herb,,China,AS,1,field nodules,1,999,1,RFLP_16S,1,0,999,999,0,999,999,
211,Ren et al,2011,Astragalus,danicus,Astragalus_danicus,perennial,herb,,China,AS,1,field nodules,1,999,0,RFLP_IGS,1,0,999,999,0,999,999,
211,Ren et al,2011,Astragalus,danicus,Astragalus_danicus,perennial,herb,,China,AS,1,field nodules,1,999,0,ARDRA,1,0,999,999,0,999,999,
211,Ren et al,2011,Astragalus,danicus,Astragalus_danicus,perennial,herb,,China,AS,1,field nodules,1,999,1,atpD,1,0,999,999,0,999,999,
211,Ren et al,2011,Astragalus,danicus,Astragalus_danicus,perennial,herb,,China,AS,1,field nodules,1,999,1,recA,1,0,999,999,0,999,999,
211,Ren et al,2011,Astragalus,danicus,Astragalus_danicus,perennial,herb,,China,AS,1,field nodules,1,999,1,glnII,1,0,999,999,0,999,999,
211,Ren et al,2011,Astragalus,membranaceus,Astragalus_membranaceus,perennial,herb,,China,AS,1,field nodules,1,999,1,RFLP_16S,1,0,999,999,0,999,999,
211,Ren et al,2011,Astragalus,membranaceus,Astragalus_membranaceus,perennial,herb,,China,AS,1,field nodules,1,999,0,RFLP_IGS,1,0,999,999,0,999,999,
211,Ren et al,2011,Astragalus,membranaceus,Astragalus_membranaceus,perennial,herb,,China,AS,1,field nodules,1,999,0,ARDRA,1,0,999,999,0,999,999,
211,Ren et al,2011,Astragalus,membranaceus,Astragalus_membranaceus,perennial,herb,,China,AS,1,field nodules,1,999,1,atpD,1,0,999,999,0,999,999,
211,Ren et al,2011,Astragalus,membranaceus,Astragalus_membranaceus,perennial,herb,,China,AS,1,field nodules,1,999,1,recA,1,0,999,999,0,999,999,
211,Ren et al,2011,Astragalus,membranaceus,Astragalus_membranaceus,perennial,herb,,China,AS,1,field nodules,1,999,1,glnII,1,0,999,999,0,999,999,
211,Ren et al,2011,Caragana,sinica,Caragana_sinica,perennial,woody,,China,AS,1,field nodules,1,999,1,RFLP_16S,1,0,999,999,0,999,999,
211,Ren et al,2011,Caragana,sinica,Caragana_sinica,perennial,woody,,China,AS,1,field nodules,1,999,0,RFLP_IGS,1,0,999,999,0,999,999,
211,Ren et al,2011,Caragana,sinica,Caragana_sinica,perennial,woody,,China,AS,1,field nodules,1,999,0,ARDRA,1,0,999,999,0,999,999,
211,Ren et al,2011,Caragana,sinica,Caragana_sinica,perennial,woody,,China,AS,1,field nodules,1,999,1,atpD,1,0,999,999,0,999,999,
211,Ren et al,2011,Caragana,sinica,Caragana_sinica,perennial,woody,,China,AS,1,field nodules,1,999,1,recA,1,0,999,999,0,999,999,
211,Ren et al,2011,Caragana,sinica,Caragana_sinica,perennial,woody,,China,AS,1,field nodules,1,999,1,glnII,1,0,999,999,0,999,999,
211,Ren et al,2011,Oxytropis,cachemiriana,Oxytropis_cachemiriana,perennial,herb,,China,AS,1,field nodules,2,999,1,RFLP_16S,2,0,999,999,0,999,999,
211,Ren et al,2011,Oxytropis,cachemiriana,Oxytropis_cachemiriana,perennial,herb,,China,AS,1,field nodules,2,999,0,RFLP_IGS,2,0,999,999,0,999,999,
211,Ren et al,2011,Oxytropis,cachemiriana,Oxytropis_cachemiriana,perennial,herb,,China,AS,1,field nodules,2,999,0,ARDRA,2,0,999,999,0,999,999,
211,Ren et al,2011,Oxytropis,cachemiriana,Oxytropis_cachemiriana,perennial,herb,,China,AS,1,field nodules,2,999,1,atpD,2,0,999,999,0,999,999,
211,Ren et al,2011,Oxytropis,cachemiriana,Oxytropis_cachemiriana,perennial,herb,,China,AS,1,field nodules,2,999,1,recA,2,0,999,999,0,999,999,
211,Ren et al,2011,Oxytropis,cachemiriana,Oxytropis_cachemiriana,perennial,herb,,China,AS,1,field nodules,2,999,1,glnII,2,0,999,999,0,999,999,
212,Rincon et al,2008,Ononis,tridentata,Ononis_tridentata,perennial,woody,,Spain,EU,1,field nodules,22,999,1,16S_BLAST,22,0,999,999,0,999,999,
212,Rincon et al,2008,Ononis,tridentata,Ononis_tridentata,perennial,woody,,Spain,EU,1,field nodules,22,999,0,ARDRA,21,0,999,999,0,999,999,
212,Rincon et al,2008,Ononis,tridentata,Ononis_tridentata,perennial,woody,,Spain,EU,1,field nodules,22,999,0,tDNA_IGS_PCR,22,0,999,999,0,999,999,
212,Rincon et al,2008,Ononis,tridentata,Ononis_tridentata,perennial,woody,,Spain,EU,1,field nodules,22,999,1,nodC,11,0,999,999,0,999,999,
213,Rincon-Rosales et al,2009,Acaciella,angustissima,Acaciella_angustissima,perennial,woody,,Mexico,SA,2,field nodules_soil trapping,1,999,1,gyrA,1,0,999,999,0,999,999,
213,Rincon-Rosales et al,2009,Acaciella,angustissima,Acaciella_angustissima,perennial,woody,,Mexico,SA,2,field nodules_soil trapping,1,999,1,nolR,1,0,999,999,0,999,999,
213,Rincon-Rosales et al,2009,Acaciella,angustissima,Acaciella_angustissima,perennial,woody,,Mexico,SA,2,field nodules_soil trapping,1,999,1,recA,1,0,999,999,0,999,999,
213,Rincon-Rosales et al,2009,Acaciella,angustissima,Acaciella_angustissima,perennial,woody,,Mexico,SA,2,field nodules_soil trapping,38,999,1,rpoB,32,0,999,999,0,999,999,
213,Rincon-Rosales et al,2009,Acaciella,angustissima,Acaciella_angustissima,perennial,woody,,Mexico,SA,2,field nodules_soil trapping,1,999,1,16S_rrs,1,0,999,999,0,999,999,
213,Rincon-Rosales et al,2009,Acaciella,angustissima,Acaciella_angustissima,perennial,woody,,Mexico,SA,2,field nodules_soil trapping,38,999,1,nifH,17,0,999,999,0,999,999,
213,Rincon-Rosales et al,2009,Acaciella,angustissima,Acaciella_angustissima,perennial,woody,,Mexico,SA,2,field nodules_soil trapping,38,999,1,nodA,16,0,999,999,0,999,999,
213,Rincon-Rosales et al,2009,Acaciella,angustissima,Acaciella_angustissima,perennial,woody,,Mexico,SA,2,field nodules_soil trapping,94,999,0,ERIC-PCR,38,0,999,999,0,999,999,
214,Ricon-Rosales et al,2013,Calliandra,grandiflora,Calliandra_grandiflora,perennial,woody,,Mexico,SA,1,field nodules_soil trapping,42,999,0,box-PCR,42,0,999,999,0,999,999,
