paper_id,author,year,journal,clean_name,sample_country,paper_plant_status,global_plant_status,Figure 2,Figure 3,Figure 4,Figure 5
83,del Villar et al,2008,FEMS Microbiology Letters,Melilotus indicus,Spain,native,nonnative,1,,,
83,del Villar et al,2008,FEMS Microbiology Letters,Melilotus officinalis,Spain,native,nonnative,1,,,
94,Fall et al,2008,Letters in Applied Microbiology,Acacia senegal,Senegal,native,nonnative,1,,,
109,Guan et al,2008,International Journal of Systematic and Evolutionary Microbiology,Caragana korshinskii,China,native,native,1,,,
114,Han et al,2008,International Journal of Systematic and Evolutionary Microbiology,Astragalus aksuensis,China,native,native,1,,,
115,Han et al,2008,International Journal of Systematic and Evolutionary Microbiology,Astragalus filicaulis,China,native,native,1,,,1
114,Han et al,2008,International Journal of Systematic and Evolutionary Microbiology,Caragana jubata,China,native,native,1,,,
115,Han et al,2008,International Journal of Systematic and Evolutionary Microbiology,Lotus frondosus,China,native,native,1,,,1
114,Han et al,2008,International Journal of Systematic and Evolutionary Microbiology,Lotus tenuis,China,native,nonnative,1,,,
115,Han et al,2008,International Journal of Systematic and Evolutionary Microbiology,Oxytropis glabra,China,native,nonnative,1,,,1
115,Han et al,2008,International Journal of Systematic and Evolutionary Microbiology,Robinia pseudoacacia,China,nonnative,nonnative,1,,,1
113,Han et al,2008,Systematic and Applied Microbiology,Astragalus aksuensis,China,native,native,1,,,1
113,Han et al,2008,Systematic and Applied Microbiology,Astragalus filicaulis,China,native,native,1,,,1
113,Han et al,2008,Systematic and Applied Microbiology,Caragana jubata,China,NA,NA,1,,,
113,Han et al,2008,Systematic and Applied Microbiology,Lathyrus gmelinii,China,native,nonnative,1,,,1
113,Han et al,2008,Systematic and Applied Microbiology,Lathyrus humilis,China,native,native,1,,,1
113,Han et al,2008,Systematic and Applied Microbiology,Lathyrus odoratus,China,nonnative,nonnative,1,,,1
113,Han et al,2008,Systematic and Applied Microbiology,Lotus frondosus,China,native,native,1,,,1
113,Han et al,2008,Systematic and Applied Microbiology,Lotus tenuis,China,native,nonnative,1,,1,1
113,Han et al,2008,Systematic and Applied Microbiology,Oxytropis glabra,China,native,nonnative,1,,,1
113,Han et al,2008,Systematic and Applied Microbiology,Robinia pseudoacacia,China,nonnative,nonnative,1,,,1
113,Han et al,2008,Systematic and Applied Microbiology,Sophora alopecuroides,China,NA,NA,1,,,
113,Han et al,2008,Systematic and Applied Microbiology,Vicia cracca,China,native,nonnative,1,,,1
113,Han et al,2008,Systematic and Applied Microbiology,Vicia sativa,China,native,nonnative,1,,,1
171,Mahdhi et al,2008,Progress in Natural Sceince,Retama raetam,Tunisia,native,nonnative,1,,,
198,Prin et al,2008,Biological Nitrogen Fixation: Towards Poverty Alleviation through Sustainable Agriculture,Amphimas pterocarpoides,Guinea,native,native,1,,,
198,Prin et al,2008,Biological Nitrogen Fixation: Towards Poverty Alleviation through Sustainable Agriculture,Aubrevillea platycarpa,Guinea,native,native,1,,,
198,Prin et al,2008,Biological Nitrogen Fixation: Towards Poverty Alleviation through Sustainable Agriculture,Chidlowia sanguinea,Guinea,native,native,1,,,
198,Prin et al,2008,Biological Nitrogen Fixation: Towards Poverty Alleviation through Sustainable Agriculture,Tetrapleura tetraptera,Guinea,native,native,1,,,
212,Rincon et al,2008,Microbial Ecology,Ononis tridentata,Spain,native,native,1,,,
276,Wei et al,2008,Microbiological Research,Astragalus adsurgens,China,native,native,1,,,
276,Wei et al,2008,Microbiological Research,Astragalus complanatus,China,native,native,1,,,
276,Wei et al,2008,Microbiological Research,Lespedeza cyrtobotrya,China,native,native,1,,,
296,Zhao et al,2008,FEMS microbiology Letters,Astragalus adsurgens,China,native,native,1,,,
