paper_id,author,year,clean_name,plant_status,sample_country
96,Farida et al,2009,Retama sphaerocarpa,native,Algeria
97,Florentino et al,2009,Leucaena leucocephala,introduced,Brazil
97,Florentino et al,2009,Macroptilium atropurpureum,native,Brazil
97,Florentino et al,2009,Sesbania virgata,native,Brazil
104,Garau et al,2009,Rhynchosia ferulifolia,native,South_Africa
112,Gueye et al,2009,Zornia glochidiata,native,Senegal
119,Hou et al,2009,Astragalus tatsienensis,native,China
119,Hou et al,2009,Caragana sinica,native,China
119,Hou et al,2009,Medicago archiducis-nicolai,native,China
119,Hou et al,2009,Medicago falcata,native,China
119,Hou et al,2009,Medicago lupulina,native,China
119,Hou et al,2009,Melilotus officinalis,introduced,China
119,Hou et al,2009,Oxytropis cachemiriana,native,China
119,Hou et al,2009,Oxytropis glabra,native,China
119,Hou et al,2009,Oxytropis subpodoloba,native,China
119,Hou et al,2009,Tibetia himalaica,native,China
119,Hou et al,2009,Vicia tibetica,native,China
148,Le Roux et al,2009,Acacia auriculiformis,introduced,Malaysia
148,Le Roux et al,2009,Acacia mangium,native,French_Guiana
148,Le Roux et al,2009,Acacia mangium,introduced,Malaysia
154,Lima et al,2009,Macroptilium atropurpureum,native,Brazil
156,Lin et al,2009,Dalbergia hupeana,native,China
167,Lu et al,2009,Caragana bicolor,native,China
168,Lu et al,2009,Caragana bicolor,native,China
168,Lu et al,2009,Caragana erinacea,native,China
168,Lu et al,2009,Caragana korshinskii,native,China
170,Lu et al,2009,Caragana korshinskii,native,China
180,Mnasri et al,2009,Argyrolobium uniflorum,native,Tunisia
180,Mnasri et al,2009,Medicago laciniata,native,Tunisia
180,Mnasri et al,2009,Medicago truncatula,native,Tunisia
187,Nzoue et al,2009,Aeschynomene afraspera,native,Senegal
187,Nzoue et al,2009,Aeschynomene elaphroxylon,native,Senegal
187,Nzoue et al,2009,Aeschynomene indica,native,Senegal
187,Nzoue et al,2009,Aeschynomene sensitiva,native,Senegal
204,Pongslip and Nuntagij,2009,Derris elliptica,native,Thailand
204,Pongslip and Nuntagij,2009,Indigofera tinctoria,native,Thailand
204,Pongslip and Nuntagij,2009,Pueraria candollei,native,Thailand
213,Rincon-Rosales et al,2009,Acacia angustissima,native,Mexico
224,Ruiz-Diez et al,2009,Retama sphaerocarpa,native,Spain
261,Vidal et al,2009,Anthyllis vulneraria,native,France
275,Wei et al,2009,Alhagi sparsifolia,native,China
23,Aoki et al,2010,Lathyrus japonicus,native,Japan
38,Baymiev et al,2010,Caragana arborescens,native,Russia
68,Chen et al,2010,Alhagi sparsifolia,native,China
143,Kumari et al,2010,Indigofera astragalina,native,India
143,Kumari et al,2010,Indigofera colutea,native,India
143,Kumari et al,2010,Indigofera linnaei,native,India
143,Kumari et al,2010,Indigofera parviflora,native,India
143,Kumari et al,2010,Indigofera trita,native,India
164,Lorite et al,2010,Lotus arinagensis,native,Canary_Islands
164,Lorite et al,2010,Lotus callis-viridis,native,Canary_Islands
164,Lorite et al,2010,Lotus kunkelii,native,Canary_Islands
164,Lorite et al,2010,Lotus sessilifolius,native,Canary_Islands
217,Rodriquez-Echeverria,2010,Acacia longifolia,introduced,Portugal
217,Rodriquez-Echeverria,2010,Cytisus grandiflorus,native,Portugal
217,Rodriquez-Echeverria,2010,Cytisus scoparius,native,Portugal
217,Rodriquez-Echeverria,2010,Ulex europaeus,native,Portugal
235,Shiraishi et al,2010,Robinia pseudoacacia,introduced,Japan
247,Teiceira et al,2010,Calliandra depauperata,native,Brazil
247,Teiceira et al,2010,Cratylia mollis,native,Brazil
247,Teiceira et al,2010,Mimosa tenuiflora,native,Brazil
292,Zhao et al,2010,Sophora alopecuroides,native,China
287,Zhou et al,2010,Robinia pseudoacacia,introduced,China
12,Ampomah and Huss-Danell,2011,Anthyllis vulneraria,native,Sweden
12,Ampomah and Huss-Danell,2011,Lotus corniculatus,native,Sweden
13,Ampomah and Huss-Danell,2011,Thermopsis lupinoides,native,Russia
60,Chahboune et al,2011,Cytisus villosus,native,Morocco
79,De Meyer et al,2011,Cytisus scoparius,native,Belgium
79,De Meyer et al,2011,Lathyrus pratensis,native,Belgium
79,De Meyer et al,2011,Lotus corniculatus,native,Belgium
79,De Meyer et al,2011,Lotus pedunculatus,native,Belgium
79,De Meyer et al,2011,Lupinus polyphyllus,introduced,Belgium
79,De Meyer et al,2011,Medicago lupulina,native,Belgium
79,De Meyer et al,2011,Melilotus indicus,native,Belgium
79,De Meyer et al,2011,Melilotus officinalis,native,Belgium
79,De Meyer et al,2011,Ononis spinosa,native,Belgium
79,De Meyer et al,2011,Ornithopus perpusillus,native,Belgium
79,De Meyer et al,2011,Robinia pseudoacacia,introduced,Belgium
79,De Meyer et al,2011,Securigera varia,introduced,Belgium
79,De Meyer et al,2011,Trifolium arvense,native,Belgium
79,De Meyer et al,2011,Trifolium campestre,native,Belgium
79,De Meyer et al,2011,Trifolium dubium,native,Belgium
79,De Meyer et al,2011,Trifolium hybridum,introduced,Belgium
79,De Meyer et al,2011,Trifolium pratense,native,Belgium
79,De Meyer et al,2011,Trifolium repens,native,Belgium
79,De Meyer et al,2011,Vicia cracca,native,Belgium
